Id,Name,School,Gender,Part Time Job,Absence Days,Extracurricular Activities,Weekly Self Study Hours,Career Aspiration,Math Score,History Score,Physics Score,Chemistry Score,Biology Score,English Score,Geography Score,,Id,Name,Email,School,Column1,Gender,Part Time Job,Absence Days,Extracurricular Activities,Weekly Self Study Hours,Career Aspiration,Math Score,History Score,Physics Score,Chemistry Score,Biology Score,English Score,Geography Score
1201,Katherine Taylor,Gsling Academy,F,FALSE,0,FALSE,33,Lawyer,88,83,62,88,100,83,84,,,,,,,,,,,,,,,,,,,
1202,Ashley York,Digital Fortress,F,FALSE,6,FALSE,4,Real Estate Developer,79,74,68,82,65,73,89,,,,,,,,,,,,,,,,,,,
1203,Charles Rangel,Gsling Academy,M,TRUE,4,FALSE,1,Business Owner,49,85,70,90,79,71,67,,,,,,,,,,,,,,,,,,,
1204,Brooke Burnett,Gsling Academy,F,FALSE,5,FALSE,7,Government Officer,97,99,67,87,66,68,67,,,,,,,,,,,,,,,,,,,
1205,Ronald Lane,Digital Fortress,M,FALSE,3,FALSE,27,Construction Engineer,96,70,82,71,99,90,65,,,,,,,,,,,,,,,,,,,
1206,Emma Andrews,Gsling Academy,F,FALSE,2,FALSE,34,Stock Investor,89,71,75,65,74,93,90,,,,,,,,,,,,,,,,,,,
1207,Nancy Esparza,Digital Fortress,F,TRUE,2,FALSE,17,Software Engineer,94,90,77,65,83,79,96,,,,,,,,,,,,,,,,,,,
1208,Sean Erickson,Gsling Academy,M,FALSE,1,FALSE,18,Unknown,62,73,95,68,61,60,68,,,,,,,,,,,,,,,,,,,
1209,Heather Davis,Digital Fortress,F,FALSE,2,TRUE,9,Real Estate Developer,68,94,92,77,79,88,74,,,,,,,,,,,,,,,,,,,
1210,Kimberly Bailey,Gsling Academy,F,FALSE,2,FALSE,3,Real Estate Developer,58,66,99,98,69,65,78,,,,,,,,,,,,,,,,,,,
1211,Tracy Garcia,Gsling Academy,F,FALSE,5,FALSE,28,Banker,92,77,75,84,74,82,78,,,,,,,,,,,,,,,,,,,
1212,Brenda Rhodes,Digital Fortress,F,FALSE,5,FALSE,28,Stock Investor,90,78,86,83,98,71,84,,,,,,,,,,,,,,,,,,,
1213,Sarah Brooks,Gsling Academy,F,FALSE,2,FALSE,26,Doctor,84,67,89,96,88,60,88,,,,,,,,,,,,,,,,,,,
1214,Jennifer Beck,Digital Fortress,F,TRUE,10,TRUE,4,Business Owner,81,85,50,53,55,91,78,,,,,,,,,,,,,,,,,,,
1215,Allison Bond,Digital Fortress,F,FALSE,3,FALSE,15,Teacher,87,89,94,82,81,98,88,,,,,,,,,,,,,,,,,,,
1216,Jessica Smith,Gsling Academy,F,FALSE,3,FALSE,33,Unknown,88,75,83,74,76,72,61,,,,,,,,,,,,,,,,,,,
1217,Carol Nguyen,Gsling Academy,F,FALSE,3,TRUE,31,Writer,76,83,100,96,65,98,97,,,,,,,,,,,,,,,,,,,
1218,George Francis,Gsling Academy,M,FALSE,5,TRUE,7,Government Officer,60,66,65,90,61,96,74,,,,,,,,,,,,,,,,,,,
1219,Michelle Dixon,Gsling Academy,F,FALSE,1,FALSE,26,Unknown,85,64,98,68,70,63,77,,,,,,,,,,,,,,,,,,,
1220,Linda George,Gsling Academy,F,FALSE,9,FALSE,3,Business Owner,73,88,57,93,85,85,77,,,,,,,,,,,,,,,,,,,
1221,Larry Bruce,Gsling Academy,M,FALSE,5,FALSE,31,Lawyer,99,81,80,89,75,83,93,,,,,,,,,,,,,,,,,,,
1222,Charles Myers,Gsling Academy,M,FALSE,4,FALSE,1,Business Owner,95,57,77,81,83,57,70,,,,,,,,,,,,,,,,,,,
1223,Matthew Boyd,Digital Fortress,M,FALSE,4,TRUE,30,Accountant,92,90,92,78,59,68,96,,,,,,,,,,,,,,,,,,,
1224,Ronald Brewer,Gsling Academy,M,FALSE,2,TRUE,28,Lawyer,100,94,76,60,95,90,66,,,,,,,,,,,,,,,,,,,
1225,Kimberly Mcgee,Digital Fortress,F,TRUE,3,FALSE,24,Doctor,89,67,98,94,89,60,95,,,,,,,,,,,,,,,,,,,
1226,Jill Anderson,Gsling Academy,F,FALSE,1,TRUE,28,Banker,94,66,68,94,62,76,77,,,,,,,,,,,,,,,,,,,
1227,David Coffey,Digital Fortress,M,FALSE,6,FALSE,6,Real Estate Developer,89,64,78,85,68,84,99,,,,,,,,,,,,,,,,,,,
1228,Brittany Henderson,Gsling Academy,F,TRUE,9,TRUE,5,Business Owner,74,79,82,51,67,65,82,,,,,,,,,,,,,,,,,,,
1229,Holly Richardson,Gsling Academy,F,FALSE,2,FALSE,12,Teacher,95,82,70,81,94,93,69,,,,,,,,,,,,,,,,,,,
1230,Justin Brooks,Digital Fortress,M,FALSE,7,FALSE,3,Unknown,93,74,98,100,62,83,87,,,,,,,,,,,,,,,,,,,
1231,Joan Frederick,Gsling Academy,F,FALSE,4,FALSE,26,Lawyer,94,91,98,94,88,97,94,,,,,,,,,,,,,,,,,,,
1232,Loretta Webb,Digital Fortress,F,FALSE,4,FALSE,18,Accountant,85,80,84,96,45,84,90,,,,,,,,,,,,,,,,,,,
1233,Toni Zimmerman,Gsling Academy,F,FALSE,5,FALSE,31,Accountant,94,98,74,94,35,95,80,,,,,,,,,,,,,,,,,,,
1234,Jaime Houston,Gsling Academy,F,FALSE,1,FALSE,17,Teacher,95,88,85,66,70,72,97,,,,,,,,,,,,,,,,,,,
1235,Jacqueline Goodman,Gsling Academy,F,FALSE,2,TRUE,23,Software Engineer,97,82,100,69,64,73,88,,,,,,,,,,,,,,,,,,,
1236,Brian Crawford,Digital Fortress,M,FALSE,0,FALSE,17,Designer,100,83,67,77,88,76,84,,,,,,,,,,,,,,,,,,,
1237,John Reynolds,Digital Fortress,M,FALSE,4,FALSE,29,Doctor,99,65,97,89,87,72,86,,,,,,,,,,,,,,,,,,,
1238,Heather Marsh,Digital Fortress,F,FALSE,0,FALSE,13,Designer,97,67,79,76,76,66,97,,,,,,,,,,,,,,,,,,,
1239,Dawn Flores,Digital Fortress,F,TRUE,10,TRUE,2,Business Owner,53,98,66,80,82,89,85,,,,,,,,,,,,,,,,,,,
1240,Christie Lane,Gsling Academy,F,FALSE,3,FALSE,35,Unknown,99,85,98,91,86,97,85,,,,,,,,,,,,,,,,,,,
1241,Traci Johnson,Gsling Academy,F,FALSE,5,FALSE,35,Designer,99,89,88,94,99,89,92,,,,,,,,,,,,,,,,,,,
1242,Robert Hartman,Gsling Academy,M,FALSE,3,FALSE,28,Accountant,79,83,78,89,83,79,76,,,,,,,,,,,,,,,,,,,
1243,Christopher Porter,Gsling Academy,M,TRUE,6,TRUE,2,Business Owner,94,95,75,73,51,89,77,,,,,,,,,,,,,,,,,,,
1244,Phillip Lynch,Digital Fortress,M,FALSE,6,TRUE,28,Software Engineer,97,73,92,64,66,96,65,,,,,,,,,,,,,,,,,,,
1245,Matthew Green,Gsling Academy,M,FALSE,3,TRUE,26,Accountant,87,70,65,64,30,72,68,,,,,,,,,,,,,,,,,,,
1246,Jesse Johnson,Digital Fortress,M,FALSE,7,FALSE,26,Stock Investor,82,82,87,92,64,70,72,,,,,,,,,,,,,,,,,,,
1247,Donna Andrews,Gsling Academy,F,FALSE,1,FALSE,22,Doctor,94,98,96,88,96,61,80,,,,,,,,,,,,,,,,,,,
1248,Timothy Hall,Digital Fortress,M,TRUE,1,FALSE,26,Software Engineer,99,85,97,72,79,92,82,,,,,,,,,,,,,,,,,,,
1249,Amy Hicks,Digital Fortress,F,FALSE,1,FALSE,16,Teacher,68,83,74,87,71,86,82,,,,,,,,,,,,,,,,,,,
1250,Susan Wall,Gsling Academy,F,FALSE,10,FALSE,2,Business Owner,67,82,81,83,57,59,91,,,,,,,,,,,,,,,,,,,
1251,David Fields,Gsling Academy,M,FALSE,4,TRUE,10,Banker,92,65,81,79,84,85,74,,,,,,,,,,,,,,,,,,,
1252,Terri Lyons,Gsling Academy,F,FALSE,3,TRUE,21,Writer,69,77,82,93,92,90,71,,,,,,,,,,,,,,,,,,,
1253,Eric Jones,Digital Fortress,M,TRUE,1,FALSE,30,Software Engineer,92,98,61,99,77,72,75,,,,,,,,,,,,,,,,,,,
1254,Betty Nguyen,Digital Fortress,F,FALSE,6,FALSE,24,Accountant,90,64,90,75,64,96,71,,,,,,,,,,,,,,,,,,,
1255,Albert Anderson,Digital Fortress,M,TRUE,1,FALSE,33,Stock Investor,91,92,73,97,61,63,71,,,,,,,,,,,,,,,,,,,
1256,Katrina Montgomery,Digital Fortress,F,FALSE,5,FALSE,3,Artist,65,67,91,81,97,99,75,,,,,,,,,,,,,,,,,,,
1257,Samantha Cole,Gsling Academy,F,FALSE,2,FALSE,34,Software Engineer,98,80,70,60,88,65,92,,,,,,,,,,,,,,,,,,,
1258,Kathleen Potts,Digital Fortress,F,FALSE,6,TRUE,2,Business Owner,70,89,78,87,87,62,85,,,,,,,,,,,,,,,,,,,
1259,Melissa Edwards,Digital Fortress,F,FALSE,2,FALSE,17,Software Engineer,97,97,90,69,75,68,70,,,,,,,,,,,,,,,,,,,
1260,Mark Delgado,Digital Fortress,M,FALSE,1,FALSE,18,Accountant,80,71,89,81,75,81,63,,,,,,,,,,,,,,,,,,,
1261,Derek Bates,Digital Fortress,M,FALSE,2,FALSE,16,Writer,70,75,79,77,65,92,78,,,,,,,,,,,,,,,,,,,
1262,Ryan Ruiz,Digital Fortress,M,FALSE,3,TRUE,21,Doctor,96,79,92,85,95,69,65,,,,,,,,,,,,,,,,,,,
1263,Charles Gill,Gsling Academy,M,FALSE,1,FALSE,24,Software Engineer,99,62,65,67,97,73,96,,,,,,,,,,,,,,,,,,,
1264,Amanda Edwards,Digital Fortress,F,FALSE,3,TRUE,27,Unknown,76,72,97,65,87,93,84,,,,,,,,,,,,,,,,,,,
1265,Emily Waters,Gsling Academy,F,TRUE,4,TRUE,24,Stock Investor,86,68,98,87,61,78,96,,,,,,,,,,,,,,,,,,,
1266,John Stevenson,Gsling Academy,M,FALSE,5,FALSE,27,Construction Engineer,98,100,100,81,73,75,99,,,,,,,,,,,,,,,,,,,
1267,Kevin Hoffman,Gsling Academy,M,FALSE,3,FALSE,14,Government Officer,88,74,88,92,83,71,89,,,,,,,,,,,,,,,,,,,
1268,Joseph Mcconnell,Digital Fortress,M,FALSE,8,FALSE,30,Software Engineer,89,65,71,96,65,63,100,,,,,,,,,,,,,,,,,,,
1269,Jessica Smith,Digital Fortress,F,FALSE,1,FALSE,24,Lawyer,88,100,89,87,76,89,85,,,,,,,,,,,,,,,,,,,
1270,Shannon Martinez,Gsling Academy,F,FALSE,4,FALSE,0,Business Owner,78,73,89,86,69,84,97,,,,,,,,,,,,,,,,,,,
1271,Kenneth Baker,Gsling Academy,M,FALSE,3,FALSE,35,Doctor,87,85,96,98,88,99,92,,,,,,,,,,,,,,,,,,,
1272,Margaret Sanchez,Digital Fortress,F,FALSE,2,FALSE,21,Software Engineer,90,76,64,88,80,75,70,,,,,,,,,,,,,,,,,,,
1273,Ryan Hensley,Gsling Academy,M,TRUE,1,FALSE,15,Accountant,88,67,90,89,49,85,63,,,,,,,,,,,,,,,,,,,
1274,Sharon Stephenson,Digital Fortress,F,FALSE,1,FALSE,5,Game Developer,99,72,90,83,90,99,97,,,,,,,,,,,,,,,,,,,
1275,Shawn Cameron,Gsling Academy,M,TRUE,10,FALSE,3,Business Owner,41,99,84,63,92,72,81,,,,,,,,,,,,,,,,,,,
1276,Stephanie Kennedy,Gsling Academy,F,FALSE,4,FALSE,8,Government Officer,98,90,70,97,69,79,74,,,,,,,,,,,,,,,,,,,
1277,Hayley Abbott,Digital Fortress,F,FALSE,0,FALSE,1,Game Developer,91,66,91,62,82,69,62,,,,,,,,,,,,,,,,,,,
1278,Rachel Jacobs,Gsling Academy,F,TRUE,9,TRUE,5,Business Owner,68,72,92,51,96,88,81,,,,,,,,,,,,,,,,,,,
1279,Danielle Tran,Digital Fortress,F,TRUE,1,TRUE,26,Banker,79,100,79,60,100,84,93,,,,,,,,,,,,,,,,,,,
1280,Autumn Barrett,Gsling Academy,F,FALSE,2,FALSE,24,Banker,77,66,61,98,90,95,73,,,,,,,,,,,,,,,,,,,
1281,Jennifer Landry,Gsling Academy,F,FALSE,5,FALSE,24,Banker,89,100,90,81,86,80,92,,,,,,,,,,,,,,,,,,,
1282,Sean Rodriguez,Digital Fortress,M,TRUE,0,TRUE,9,Real Estate Developer,94,69,80,66,62,61,88,,,,,,,,,,,,,,,,,,,
1283,Ryan Long,Digital Fortress,M,FALSE,2,FALSE,3,Artist,80,85,85,60,77,90,81,,,,,,,,,,,,,,,,,,,
1284,Robert Hancock,Digital Fortress,M,FALSE,2,FALSE,1,Artist,79,88,97,94,89,82,97,,,,,,,,,,,,,,,,,,,
1285,Stephanie Rodriguez,Digital Fortress,F,FALSE,2,FALSE,15,Banker,92,65,88,78,67,95,96,,,,,,,,,,,,,,,,,,,
1286,Kristen Evans,Digital Fortress,F,FALSE,5,FALSE,32,Banker,85,62,92,89,92,75,78,,,,,,,,,,,,,,,,,,,
1287,Jaime White,Digital Fortress,F,FALSE,3,FALSE,26,Accountant,75,83,66,70,57,77,96,,,,,,,,,,,,,,,,,,,
1288,Marcus Howard,Digital Fortress,M,FALSE,5,TRUE,32,Software Engineer,88,65,75,73,66,98,81,,,,,,,,,,,,,,,,,,,
1289,Lucas Jenkins,Digital Fortress,M,FALSE,0,FALSE,35,Banker,93,89,88,86,85,89,95,,,,,,,,,,,,,,,,,,,
1290,Aaron Ortiz,Digital Fortress,M,FALSE,3,FALSE,2,Game Developer,86,93,91,64,69,71,64,,,,,,,,,,,,,,,,,,,
1291,Todd Stephens,Gsling Academy,M,FALSE,1,FALSE,13,Government Officer,62,91,92,61,85,98,72,,,,,,,,,,,,,,,,,,,
1292,Denise Blackburn,Gsling Academy,F,TRUE,2,TRUE,20,Stock Investor,82,74,80,60,96,76,99,,,,,,,,,,,,,,,,,,,
1293,Susan Perez,Digital Fortress,F,FALSE,5,FALSE,5,Artist,83,94,77,97,78,60,85,,,,,,,,,,,,,,,,,,,
1294,Tyler Green,Digital Fortress,M,FALSE,1,FALSE,5,Real Estate Developer,98,75,62,64,68,80,79,,,,,,,,,,,,,,,,,,,
1295,Rebecca Daniel,Gsling Academy,F,FALSE,2,FALSE,34,Banker,84,74,90,99,90,92,72,,,,,,,,,,,,,,,,,,,
1296,Alexandria Harris,Digital Fortress,F,FALSE,6,FALSE,34,Writer,91,75,82,68,88,98,88,,,,,,,,,,,,,,,,,,,
1297,Danny Taylor,Gsling Academy,M,FALSE,2,FALSE,21,Construction Engineer,83,81,96,62,66,90,91,,,,,,,,,,,,,,,,,,,
1298,Amanda Evans,Gsling Academy,F,FALSE,4,FALSE,27,Accountant,83,63,84,82,78,60,71,,,,,,,,,,,,,,,,,,,
1299,Scott Owens,Digital Fortress,M,FALSE,0,FALSE,31,Software Engineer,90,72,62,84,74,75,100,,,,,,,,,,,,,,,,,,,
1300,Jesus Jones,Gsling Academy,M,FALSE,4,FALSE,31,Lawyer,81,92,97,73,90,90,60,,,,,,,,,,,,,,,,,,,
1301,April Spence,Gsling Academy,F,TRUE,3,FALSE,12,Teacher,89,67,87,61,91,80,76,,,,,,,,,,,,,,,,,,,
1302,Christopher Lopez,Gsling Academy,M,FALSE,2,FALSE,13,Construction Engineer,97,65,96,92,91,66,74,,,,,,,,,,,,,,,,,,,
1303,Mario Hopkins,Gsling Academy,M,FALSE,3,FALSE,28,Accountant,97,88,88,79,100,74,83,,,,,,,,,,,,,,,,,,,
1304,Cody Burke,Digital Fortress,M,FALSE,5,FALSE,27,Software Engineer,100,89,98,81,78,91,87,,,,,,,,,,,,,,,,,,,
1305,Candace White,Gsling Academy,F,TRUE,3,FALSE,4,Game Developer,98,63,82,61,79,70,86,,,,,,,,,,,,,,,,,,,
1306,Robert Brown,Gsling Academy,M,FALSE,2,FALSE,33,Software Engineer,97,98,83,87,60,78,70,,,,,,,,,,,,,,,,,,,
1307,Erica Woodward,Digital Fortress,F,FALSE,4,FALSE,18,Accountant,78,80,73,91,34,73,60,,,,,,,,,,,,,,,,,,,
1308,Elizabeth Smith,Digital Fortress,F,FALSE,0,FALSE,29,Lawyer,100,92,67,89,90,83,89,,,,,,,,,,,,,,,,,,,
1309,Jennifer Martin,Digital Fortress,F,FALSE,1,FALSE,13,Writer,92,77,89,97,61,93,82,,,,,,,,,,,,,,,,,,,
1310,David Smith,Gsling Academy,M,FALSE,4,FALSE,5,Game Developer,81,95,84,85,82,62,63,,,,,,,,,,,,,,,,,,,
1311,Lori Johnson,Gsling Academy,F,FALSE,6,FALSE,15,Software Engineer,98,67,74,94,94,96,85,,,,,,,,,,,,,,,,,,,
1312,Martin Garcia,Gsling Academy,M,FALSE,2,FALSE,2,Unknown,62,74,98,97,72,72,95,,,,,,,,,,,,,,,,,,,
1313,Stacy Collins,Digital Fortress,F,FALSE,3,FALSE,27,Accountant,95,88,85,86,76,78,81,,,,,,,,,,,,,,,,,,,
1314,Timothy Bailey,Digital Fortress,M,FALSE,1,FALSE,22,Banker,87,90,80,88,71,95,81,,,,,,,,,,,,,,,,,,,
1315,Susan Gonzalez,Digital Fortress,F,FALSE,5,TRUE,24,Accountant,85,85,67,91,75,93,81,,,,,,,,,,,,,,,,,,,
1316,Nicole Harris,Digital Fortress,F,FALSE,6,FALSE,27,Banker,96,72,66,80,72,83,98,,,,,,,,,,,,,,,,,,,
1317,Courtney Moran,Digital Fortress,F,FALSE,2,FALSE,25,Accountant,83,63,66,67,60,60,61,,,,,,,,,,,,,,,,,,,
1318,Gregory Barton,Digital Fortress,M,FALSE,3,FALSE,17,Construction Engineer,89,92,88,99,92,62,71,,,,,,,,,,,,,,,,,,,
1319,Dakota Clark,Gsling Academy,M,FALSE,1,FALSE,14,Construction Engineer,90,73,98,72,69,84,86,,,,,,,,,,,,,,,,,,,
1320,Robin Leonard,Gsling Academy,F,FALSE,5,FALSE,14,Banker,99,72,74,88,90,81,95,,,,,,,,,,,,,,,,,,,
1321,Edward Smith,Digital Fortress,M,FALSE,1,FALSE,3,Government Officer,62,67,96,67,82,65,73,,,,,,,,,,,,,,,,,,,
1322,Julie Little,Digital Fortress,F,FALSE,7,FALSE,5,Business Owner,42,79,79,59,61,87,65,,,,,,,,,,,,,,,,,,,
1323,Maureen Norman,Digital Fortress,F,FALSE,10,TRUE,2,Business Owner,46,52,87,80,76,73,76,,,,,,,,,,,,,,,,,,,
1324,Jeffrey Andrews,Gsling Academy,M,FALSE,3,FALSE,4,Game Developer,92,63,100,97,91,87,68,,,,,,,,,,,,,,,,,,,
1325,Christina Martinez,Gsling Academy,F,FALSE,10,FALSE,33,Lawyer,94,89,96,98,61,95,67,,,,,,,,,,,,,,,,,,,
1326,Samuel Becker,Gsling Academy,M,FALSE,2,FALSE,31,Banker,89,99,89,71,74,94,78,,,,,,,,,,,,,,,,,,,
1327,Carlos Flynn,Gsling Academy,M,FALSE,1,FALSE,16,Construction Engineer,90,100,98,95,97,74,63,,,,,,,,,,,,,,,,,,,
1328,Roberto Martin,Digital Fortress,M,FALSE,5,FALSE,15,Unknown,69,81,83,68,76,90,95,,,,,,,,,,,,,,,,,,,
1329,Jennifer Johnson,Digital Fortress,F,FALSE,7,TRUE,5,Business Owner,40,51,67,63,98,54,79,,,,,,,,,,,,,,,,,,,
1330,Anthony Shah,Digital Fortress,M,TRUE,10,FALSE,3,Business Owner,42,92,60,54,68,69,76,,,,,,,,,,,,,,,,,,,
1331,Aimee Cook,Digital Fortress,F,FALSE,8,FALSE,4,Business Owner,82,91,69,61,79,76,83,,,,,,,,,,,,,,,,,,,
1332,Angela Collins,Digital Fortress,F,FALSE,1,TRUE,29,Accountant,82,93,67,79,84,90,64,,,,,,,,,,,,,,,,,,,
1333,John Jensen,Gsling Academy,M,FALSE,7,TRUE,18,Unknown,76,80,93,74,73,63,81,,,,,,,,,,,,,,,,,,,
1334,Julie Gomez,Digital Fortress,F,FALSE,2,FALSE,16,Teacher,80,62,66,88,75,98,68,,,,,,,,,,,,,,,,,,,
1335,Bryan Mitchell,Gsling Academy,M,FALSE,0,FALSE,23,Software Engineer,87,90,92,62,96,77,80,,,,,,,,,,,,,,,,,,,
1336,Katie Clark,Digital Fortress,F,TRUE,3,FALSE,28,Software Engineer,91,98,60,88,63,78,95,,,,,,,,,,,,,,,,,,,
1337,Kathleen Simpson,Digital Fortress,F,FALSE,7,FALSE,31,Lawyer,100,94,94,87,65,83,95,,,,,,,,,,,,,,,,,,,
1338,Carolyn Reyes,Digital Fortress,F,FALSE,9,FALSE,5,Business Owner,56,60,88,96,57,68,76,,,,,,,,,,,,,,,,,,,
1339,Derrick Ortiz,Gsling Academy,M,FALSE,2,FALSE,6,Stock Investor,84,86,96,95,75,61,99,,,,,,,,,,,,,,,,,,,
1340,Calvin Huynh,Gsling Academy,M,FALSE,1,FALSE,33,Lawyer,86,86,64,61,97,97,91,,,,,,,,,,,,,,,,,,,
1341,Margaret Wells,Digital Fortress,F,FALSE,7,FALSE,0,Business Owner,79,67,72,50,75,95,62,,,,,,,,,,,,,,,,,,,
1342,Heather Fitzpatrick,Digital Fortress,F,FALSE,6,TRUE,19,Software Engineer,99,78,61,64,75,66,76,,,,,,,,,,,,,,,,,,,
1343,Kimberly Wood,Gsling Academy,F,FALSE,2,FALSE,26,Accountant,95,79,95,62,69,82,94,,,,,,,,,,,,,,,,,,,
1344,Gina Kennedy,Digital Fortress,F,FALSE,1,FALSE,3,Artist,65,67,90,99,93,91,99,,,,,,,,,,,,,,,,,,,
1345,Jeremy Ward,Gsling Academy,M,FALSE,2,FALSE,10,Unknown,85,90,61,94,86,79,90,,,,,,,,,,,,,,,,,,,
1346,Patricia Rhodes,Gsling Academy,F,FALSE,5,FALSE,24,Doctor,99,82,81,98,86,85,85,,,,,,,,,,,,,,,,,,,
1347,Connie Colon,Digital Fortress,F,FALSE,5,FALSE,1,Artist,88,62,65,98,92,64,82,,,,,,,,,,,,,,,,,,,
1348,Pamela Moyer,Gsling Academy,F,FALSE,1,FALSE,25,Software Engineer,100,87,88,100,89,98,71,,,,,,,,,,,,,,,,,,,
1349,Rachel Williams,Gsling Academy,F,FALSE,10,FALSE,15,Unknown,62,63,94,74,75,86,100,,,,,,,,,,,,,,,,,,,
1350,Sean Malone,Gsling Academy,M,TRUE,10,FALSE,3,Business Owner,84,75,61,87,86,67,93,,,,,,,,,,,,,,,,,,,
1351,Natalie Fitzgerald,Digital Fortress,F,FALSE,3,TRUE,14,Teacher,60,61,71,60,69,91,84,,,,,,,,,,,,,,,,,,,
1352,Kevin Diaz,Gsling Academy,M,FALSE,9,FALSE,31,Stock Investor,96,76,74,92,96,74,99,,,,,,,,,,,,,,,,,,,
1353,Beth Jones,Digital Fortress,F,FALSE,2,TRUE,9,Real Estate Developer,58,81,100,97,74,90,87,,,,,,,,,,,,,,,,,,,
1354,Kathryn Bates,Gsling Academy,F,FALSE,1,FALSE,8,Teacher,90,67,73,82,66,75,90,,,,,,,,,,,,,,,,,,,
1355,Aaron Mcdaniel,Gsling Academy,M,FALSE,2,FALSE,22,Accountant,75,80,65,80,55,86,95,,,,,,,,,,,,,,,,,,,
1356,Angela King,Digital Fortress,F,FALSE,3,FALSE,11,Banker,76,82,74,79,81,93,72,,,,,,,,,,,,,,,,,,,
1357,Lauren Arias,Gsling Academy,F,TRUE,10,FALSE,2,Business Owner,81,100,64,61,91,76,93,,,,,,,,,,,,,,,,,,,
1358,Alyssa Miller,Gsling Academy,F,FALSE,2,FALSE,21,Unknown,73,98,72,100,77,62,69,,,,,,,,,,,,,,,,,,,
1359,Lisa Best,Digital Fortress,F,FALSE,1,FALSE,28,Unknown,60,64,84,64,66,96,99,,,,,,,,,,,,,,,,,,,
1360,Nicole Garcia,Digital Fortress,F,TRUE,9,FALSE,4,Business Owner,89,100,72,73,78,67,91,,,,,,,,,,,,,,,,,,,
1361,William Lee,Digital Fortress,M,FALSE,4,FALSE,35,Software Engineer,91,98,93,93,88,96,97,,,,,,,,,,,,,,,,,,,
1362,Christopher Bowen,Gsling Academy,M,FALSE,6,FALSE,27,Doctor,85,72,80,85,94,96,87,,,,,,,,,,,,,,,,,,,
1363,David Bradford,Digital Fortress,M,FALSE,0,TRUE,14,Accountant,81,84,69,99,55,68,73,,,,,,,,,,,,,,,,,,,
1364,Stephanie Jordan,Digital Fortress,F,FALSE,10,FALSE,1,Business Owner,67,63,65,95,52,84,77,,,,,,,,,,,,,,,,,,,
1365,Joseph Blake,Digital Fortress,M,FALSE,4,FALSE,29,Doctor,86,71,86,93,99,92,77,,,,,,,,,,,,,,,,,,,
1366,Christina Velasquez,Gsling Academy,F,FALSE,1,FALSE,33,Lawyer,94,85,78,66,95,87,95,,,,,,,,,,,,,,,,,,,
1367,Thomas Calderon,Gsling Academy,M,FALSE,1,FALSE,18,Writer,83,96,72,81,86,93,75,,,,,,,,,,,,,,,,,,,
1368,Jorge Lee,Gsling Academy,M,FALSE,2,FALSE,11,Unknown,98,77,91,88,87,76,68,,,,,,,,,,,,,,,,,,,
1369,Jasmin Phillips,Digital Fortress,F,TRUE,5,FALSE,3,Business Owner,46,63,60,61,66,91,97,,,,,,,,,,,,,,,,,,,
1370,Vincent Wilson,Gsling Academy,M,FALSE,2,FALSE,19,Software Engineer,95,92,73,94,73,70,94,,,,,,,,,,,,,,,,,,,
1371,Richard Ryan,Gsling Academy,M,FALSE,1,FALSE,31,Software Engineer,88,68,81,68,73,61,93,,,,,,,,,,,,,,,,,,,
1372,Jesse Garcia,Gsling Academy,M,FALSE,5,TRUE,28,Stock Investor,90,73,78,72,63,88,72,,,,,,,,,,,,,,,,,,,
1373,James Tate,Digital Fortress,M,FALSE,10,FALSE,11,Construction Engineer,100,60,87,60,86,93,75,,,,,,,,,,,,,,,,,,,
1374,Charles May,Gsling Academy,M,FALSE,1,FALSE,16,Designer,76,76,92,86,79,85,78,,,,,,,,,,,,,,,,,,,
1375,Jeremiah Lee,Digital Fortress,M,FALSE,3,FALSE,4,Artist,73,73,81,78,82,85,66,,,,,,,,,,,,,,,,,,,
1376,Debra Reynolds,Gsling Academy,F,FALSE,1,FALSE,15,Banker,96,95,67,88,68,93,75,,,,,,,,,,,,,,,,,,,
1377,Eric Doyle,Digital Fortress,M,FALSE,4,FALSE,31,Writer,85,87,99,65,66,95,77,,,,,,,,,,,,,,,,,,,
1378,John Perez,Gsling Academy,M,FALSE,4,FALSE,29,Software Engineer,91,93,62,63,100,85,85,,,,,,,,,,,,,,,,,,,
1379,Hector Garcia,Gsling Academy,M,FALSE,5,FALSE,27,Unknown,61,85,92,62,64,66,95,,,,,,,,,,,,,,,,,,,
1380,Andres Rodriguez,Digital Fortress,M,FALSE,1,FALSE,29,Designer,79,69,78,78,99,61,87,,,,,,,,,,,,,,,,,,,
1381,Shelley Murphy,Digital Fortress,F,FALSE,2,FALSE,23,Software Engineer,99,75,79,87,63,90,90,,,,,,,,,,,,,,,,,,,
1382,Robin Carr,Digital Fortress,F,FALSE,2,FALSE,32,Scientist,81,64,81,92,87,84,95,,,,,,,,,,,,,,,,,,,
1383,Julie Lambert,Gsling Academy,F,FALSE,5,FALSE,9,Teacher,91,87,71,98,93,83,81,,,,,,,,,,,,,,,,,,,
1384,Cynthia Rodriguez,Digital Fortress,F,FALSE,3,FALSE,16,Software Engineer,91,84,95,97,88,70,77,,,,,,,,,,,,,,,,,,,
1385,Thomas Ball,Digital Fortress,M,FALSE,2,FALSE,29,Software Engineer,100,79,77,61,79,70,69,,,,,,,,,,,,,,,,,,,
1386,Patricia Pope,Digital Fortress,F,FALSE,3,TRUE,5,Artist,60,69,80,87,100,93,92,,,,,,,,,,,,,,,,,,,
